address,zip,price,beds,baths,sqft,year_built,property_type,latitude,longitude
"185 Sw 7th St, Apt 1605, Miami, FL 33130",33130,3100,1,1.5,825.0,2007.0,Condo,25.76813,-80.197009
"1250 S Miami Ave, Apt 909, Miami, FL 33130",33130,2600,1,1.5,783.0,2004.0,Condo,25.762099,-80.193556
"1865 Brickell Ave, Apt A406, Miami, FL 33129",33129,3000,1,1.5,1064.0,1975.0,Condo,25.754149,-80.196305
"151 Se 15th Rd, Apt 2503, Miami, FL 33129",33129,5500,2,2.5,1634.0,1983.0,Condo,25.757908,-80.191944
"1650 Brickell Ave, Apt 206, Miami, FL 33129",33129,2850,1,1.5,750.0,2007.0,Condo,25.756369,-80.195864
"721 Sw 11th St, Unit F, Miami, FL 33129",33129,7900,3,3.0,2274.0,2025.0,Townhouse,25.763426,-80.2062
"721 Sw 11th St, Unit B, Miami, FL 33129",33129,6500,3,3.0,2186.0,2025.0,Townhouse,25.763426,-80.2062
"2333 Brickell Ave, Apt 1115, Miami, FL 33129",33129,4200,2,2.0,1100.0,1974.0,Condo,25.751358,-80.200249
"545 Sw 11th St, Apt 105, Miami, FL 33129",33129,5950,2,2.5,1474.0,2020.0,Condo,25.763516,-80.203166
"100 Sw 30th Rd, Miami, FL 33129",33129,5000,2,2.0,1839.0,1948.0,Single Family,25.751059,-80.210301
"2451 Brickell Ave, Apt 18F, Miami, FL 33129",33129,3800,1,1.0,1001.0,1963.0,Condo,25.750547,-80.201118
"1901 Brickell Ave, Apt B2207, Miami, FL 33129",33129,3000,1,1.5,1064.0,1975.0,Condo,25.754149,-80.196305
"2201 Brickell Ave, Apt 98, Miami, FL 33129",33129,3500,2,2.0,1132.0,1969.0,Condo,25.751682,-80.199583
"320 Sw 29th Rd, Unit 2, Miami, FL 33129",33129,3450,2,2.0,1020.0,1940.0,Apartment,25.753895,-80.211449
"320 Sw 29th Rd, Unit 1, Miami, FL 33129",33129,4450,3,3.0,1387.0,1940.0,Apartment,25.753895,-80.211449
"1643 Brickell Ave, Apt 903, Miami, FL 33129",33129,11500,2,2.5,2180.0,1997.0,Condo,25.755259,-80.194747
"2025 Brickell Ave, Apt 503, Miami, FL 33129",33129,5800,2,2.5,1636.0,1982.0,Condo,25.752986,-80.198593
"1834 Brickell Ave, Apt 31, Miami, FL 33129",33129,3700,2,2.0,880.0,1994.0,Condo,25.75553,-80.197086
"1915 Brickell Ave, Unit 1407, Miami, FL 33129",33129,8000,3,2.5,2172.0,1980.0,Condo,25.753344,-80.197549
"1643 Brickell Ave, Apt 1006, Miami, FL 33129",33129,8500,2,2.5,2100.0,1997.0,Condo,25.755259,-80.194747
"2127 Brickell Ave, Apt 904, Miami, FL 33129",33129,10000,2,2.0,1610.0,1993.0,Condo,25.752207,-80.19946
"2475 Brickell Bay Dr, Unit 2303, Miami, FL 33129",33129,2700,1,1.0,850.0,,Condo,25.750539,-80.202154
"1901 Brickell Ct, Unit B1903, Miami, FL 33129",33129,2900,1,1.5,1064.0,,Condo,25.754149,-80.196305
"2475 Brickell Ave, Apt 1904, Miami, FL 33129",33129,4400,2,2.0,1140.0,2001.0,Condo,25.750539,-80.202154
"1865 Brickell Ave, Apt A1211, Miami, FL 33129",33129,2995,0,2.0,1362.0,1975.0,Condo,25.754149,-80.196305
"45 Sw 28th Rd, Unit 0, Miami, FL 33129",33129,1650,1,1.0,2071.0,1948.0,Condo,25.75104,-80.206953
"2400 Sw 3rd Ave, Apt 703, Miami, FL 33129",33129,3200,2,2.0,1035.0,1996.0,Condo,25.756708,-80.206979
"2950 Sw 3rd Ave, Apt 3A, Miami, FL 33129",33129,3500,2,2.0,1020.0,1974.0,Condo,25.753588,-80.211447
"1818 Sw 1st Ave, Apt 1107, Miami, FL 33129",33129,2500,1,1.0,880.0,2009.0,Condo,25.758326,-80.199242
"1818 Sw 1st Ave, Apt 709, Miami, FL 33129",33129,3000,2,2.0,1050.0,2009.0,Condo,25.758326,-80.199242
"1818 Sw 1st Ave, Apt 1903, Miami, FL 33129",33129,3050,2,2.0,1050.0,2009.0,Condo,25.758326,-80.199242
"2101 Brickell Ave, Apt 2202, Miami, FL 33129",33129,3000,1,1.0,791.0,2004.0,Condo,25.752412,-80.198876
"2101 Brickell Ave, Apt 1704, Miami, FL 33129",33129,3200,1,1.0,791.0,2004.0,Condo,25.752412,-80.198876
"1865 Brickell Ave, Apt A904, Miami, FL 33129",33129,2850,1,1.5,868.0,1975.0,Apartment,25.754149,-80.196305
"661 Sw 11th St, Unit 22W, Miami, FL 33129",33129,2200,2,1.0,750.0,1949.0,Condo,25.763471,-80.204687
"2180 Brickell Ave, Apt 9, Miami, FL 33129",33129,3700,2,2.0,1200.0,1979.0,Townhouse,25.753477,-80.200344
"2333 Brickell Ave, Apt 306, Miami, FL 33129",33129,5550,3,3.0,1460.0,1974.0,Condo,25.751358,-80.200249
"655 Sw 19th Rd, Unit 2, Miami, FL 33129",33129,1600,1,1.0,650.0,1946.0,Single Family,25.762747,-80.204717
"2525 Sw 3rd Ave, Apt 1709, Miami, FL 33129",33129,4000,2,2.0,1041.0,2007.0,Condo,25.755379,-80.207586
"201 Sw 17th Rd, Unit 403, Miami, FL 33129",33129,2900,1,1.0,714.0,2016.0,Condo,25.760079,-80.198439
"1865 Brickell Ave, Apt A614, Miami, FL 33129",33129,4950,2,2.0,1723.0,1975.0,Apartment,25.754149,-80.196305
"630 Sw 25th Rd, Miami, FL 33129",33129,5975,3,2.0,1528.0,1939.0,Single Family,25.759344,-80.210429
"1158 Sw 11th Ave, Unit 1160, Miami, FL 33129",33129,2800,2,2.0,915.0,1959.0,Apartment,25.762312,-80.212845
"1925 Brickell Ave, Unit 606, Miami, FL 33129",33129,4600,2,2.0,1583.0,1980.0,Apartment,25.753344,-80.197549
"2451 Brickell Ave, Apt 10K, Miami, FL 33129",33129,2800,1,1.0,886.0,1963.0,Condo,25.750547,-80.201118
"1865 Brickell Ave, Apt A810, Miami, FL 33129",33129,3800,1,1.5,1056.0,1975.0,Condo,25.754149,-80.196305
"63 Sw 31st Rd, Miami, FL 33129",33129,15599,5,4.5,2902.0,1951.0,Single Family,25.749563,-80.209741
"150 Se 25th Rd, Apt 15E, Miami, FL 33129",33129,2375,1,1.5,799.0,1969.0,Condo,25.749173,-80.201986
"2451 Brickell Ave Ph M, Miami, FL 33129",33129,3997,2,1.5,1344.0,1963.0,Condo,25.750503,-80.201077
"2101 Brickell Ave, Apt 1001, Miami, FL 33129",33129,4650,2,2.0,1367.0,2004.0,Condo,25.752412,-80.198876
"2525 Sw 3rd Ave, Apt 1708, Miami, FL 33129",33129,4200,2,2.0,1059.0,2007.0,Condo,25.755379,-80.207586
"851 Ne 1st Ave, Unit 1602, Miami, FL 33132",33132,4500,1,1.5,937.0,2019.0,Condo,25.782889,-80.191906
"50 Biscayne Blvd, Apt 703, Miami, FL 33132",33132,2400,0,1.0,501.0,2007.0,Condo,25.77482,-80.188214
"1750 N Bayshore Dr, Apt 2302, Miami, FL 33132",33132,4900,2,2.0,1048.0,2007.0,Condo,25.792487,-80.187151
"488 Ne 18th St, Unit 3302, Miami, FL 33132",33132,3800,1,1.5,766.0,2018.0,Condo,25.793328,-80.187073
"253 Ne 2nd St, Apt 1008, Miami, FL 33132",33132,3200,2,2.0,1006.0,2008.0,Condo,25.776373,-80.188828
"1600 Ne 1st Ave, Apt 2704, Miami, FL 33132",33132,2600,1,1.0,582.0,2018.0,Condo,25.791004,-80.192758
"133 Ne 2nd Ave, Apt 2009, Miami, FL 33132",33132,2600,1,1.0,662.0,2007.0,Condo,25.775744,-80.189652
"555 Ne 15th St, Apt 32D, Miami, FL 33132",33132,2850,1,1.5,890.0,1980.0,Condo,25.79019,-80.1857
"50 Biscayne Blvd, Apt 709, Miami, FL 33132",33132,2500,0,1.0,443.0,2007.0,Condo,25.77482,-80.188214
"159 Ne 6th St, Unit 4113, Miami, FL 33132",33132,5000,1,1.0,598.0,2024.0,Condo,25.780172,-80.19107
"398 Ne 5th St, Apt 4701, Miami, FL 33132",33132,12000,3,3.0,1150.0,2022.0,Apartment,25.778988,-80.188999
"1749 Ne Miami Ct, Apt 505, Miami, FL 33132",33132,6850,1,2.0,1960.0,2005.0,Condo,25.792124,-80.193565
"1750 N Bayshore Dr, Apt 5002, Miami, FL 33132",33132,4400,2,2.0,1048.0,2008.0,Condo,25.792487,-80.187151
"1040 Biscayne Blvd, Apt 1107, Miami, FL 33132",33132,4500,2,2.5,1123.0,2007.0,Condo,25.784638,-80.190158
"1800 N Bayshore Dr, Apt 3810, Miami, FL 33132",33132,4000,2,2.0,1144.0,2007.0,Condo,25.79406,-80.18697
"133 Ne 2nd Ave, Apt 1007, Miami, FL 33132",33132,2450,1,1.0,639.0,2007.0,Condo,25.775744,-80.189652
"1040 Biscayne Blvd, Apt 2905, Miami, FL 33132",33132,3500,1,1.5,791.0,2007.0,Condo,25.784638,-80.190158
"253 Ne 2nd St, Apt 1707, Miami, FL 33132",33132,3300,1,1.0,802.0,2008.0,Condo,25.776373,-80.188828
"888 Biscayne Blvd, Apt 4806, Miami, FL 33132",33132,4200,1,1.5,948.0,2008.0,Condo,25.782486,-80.190067
"1600 Ne 1st Ave, Apt 1506, Miami, FL 33132",33132,3950,2,2.0,1040.0,2018.0,Condo,25.791004,-80.192758
"253 Ne 2nd St, Apt 2304, Miami, FL 33132",33132,2700,1,1.0,806.0,2008.0,Condo,25.776373,-80.188828
"1600 Ne 1st Ave, Apt 2210, Miami, FL 33132",33132,4200,2,2.0,1055.0,2018.0,Condo,25.791004,-80.192758
"244 Biscayne Blvd, Apt 341, Miami, FL 33132",33132,2350,0,1.0,501.0,2008.0,Condo,25.776994,-80.1888
"1750 N Bayshore Dr, Apt 2510, Miami, FL 33132",33132,3200,1,1.0,821.0,2007.0,Condo,25.792487,-80.187151
"244 Biscayne Blvd, Apt 3403, Miami, FL 33132",33132,4500,2,2.0,1363.0,2008.0,Condo,25.776994,-80.1888
"851 Ne 1st Ave, Unit 4009, Miami, FL 33132",33132,9500,2,3.0,1559.0,2019.0,Condo,25.782889,-80.191906
"1100 Biscayne Blvd, Unit 4405, Miami, FL 33132",33132,8000,2,2.5,1647.0,2009.0,Condo,25.785236,-80.189906
"159 Ne 6th St, Unit 2608, Miami, FL 33132",33132,3100,1,1.0,504.0,2024.0,Condo,25.780172,-80.19107
"488 Ne 18th St, Unit 2403, Miami, FL 33132",33132,3750,1,1.5,759.0,2018.0,Condo,25.793328,-80.187073
"1900 N Bayshore Dr, Apt 4112, Miami, FL 33132",33132,5600,3,3.0,1494.0,2008.0,Condo,25.794767,-80.187442
"398 Ne 5th St, Apt 2802, Miami, FL 33132",33132,2800,0,1.0,430.0,2022.0,Apartment,25.778988,-80.188999
"851 Ne 1st Ave, Unit 3108, Miami, FL 33132",33132,6900,2,3.0,1498.0,2019.0,Condo,25.782889,-80.191906
"275 Ne 18th St, Apt 703, Miami, FL 33132",33132,3200,2,2.0,1040.0,2005.0,Condo,25.793965,-80.189463
"398 Ne 5th St, Apt 2415, Miami, FL 33132",33132,3100,1,1.0,560.0,2022.0,Condo,25.778988,-80.188999
"398 Ne 5th St, Apt 4512, Miami, FL 33132",33132,2950,0,1.0,341.0,2022.0,Condo,25.778988,-80.188999
"555 Ne 15th St, Apt 20A, Miami, FL 33132",33132,4999,1,2.0,1230.0,1980.0,Condo,25.79019,-80.1857
"1717 N Bayshore Dr, Unit A2740, Miami, FL 33132",33132,5200,2,2.0,1390.0,1986.0,Condo,25.791537,-80.186175
"275 Ne 18th St, Apt 2009, Miami, FL 33132",33132,2500,1,1.0,763.0,2005.0,Condo,25.793965,-80.189463
"133 Ne 2nd Ave, Apt 3213, Miami, FL 33132",33132,3800,2,2.0,1153.0,2007.0,Condo,25.775744,-80.189652
"1750 N Bayshore Dr, Apt 1712, Miami, FL 33132",33132,2700,1,1.0,791.0,2007.0,Condo,25.792487,-80.187151
"275 Ne 18th St, Apt 810, Miami, FL 33132",33132,3200,2,2.0,1087.0,2005.0,Condo,25.793965,-80.189463
"1717 N Bayshore Dr, Unit A3137, Miami, FL 33132",33132,3800,1,1.5,1048.0,1986.0,Condo,25.791537,-80.186175
"398 Ne 5th St, Apt 3218, Miami, FL 33132",33132,7100,3,3.0,1135.0,2022.0,Condo,25.778988,-80.188999
"1750 N Bayshore Dr, Apt 5611, Miami, FL 33132",33132,3200,1,1.0,791.0,2008.0,Condo,25.792487,-80.187151
"398 Ne 5th St, Apt 3511, Miami, FL 33132",33132,7900,2,2.0,818.0,2022.0,Condo,25.778988,-80.188999
"133 Ne 2nd Ave, Apt 2110, Miami, FL 33132",33132,2350,0,1.0,620.0,2007.0,Condo,25.775744,-80.189652
"121 Ne 5th St, Apt 510, Miami, FL 33132",33132,3800,1,2.0,597.0,2026.0,Condo,25.779337,-80.191681
"253 Ne 2nd St, Apt 3106, Miami, FL 33132",33132,3000,1,1.0,806.0,2008.0,Condo,25.776373,-80.188828
"50 Biscayne Blvd, Apt 3508, Miami, FL 33132",33132,4900,2,2.0,1357.0,2007.0,Condo,25.77482,-80.188214
"6901 Edgewater Dr, Apt 315, Coral Gables, FL 33133",33133,5500,2,2.5,1330.0,1971.0,Condo,25.70597,-80.251647
"2652 Sw 23rd Ave, Unit Back, Miami, FL 33133",33133,1280,0,1.0,200.0,1946.0,Condo,25.742687,-80.232086
"2954 Sw 25th Ter, Miami, FL 33133",33133,3100,2,2.0,2998.0,1985.0,Single Family,25.74394,-80.2416
"3101 Sw 27th Ave, Apt 204, Miami, FL 33133",33133,2475,1,1.0,630.0,1963.0,Condo,25.733812,-80.237279
"3190 Bird Ave, Unit 15, Coconut Grove, FL 33133",33133,3500,2,1.5,1032.0,1979.0,Townhouse,25.734995,-80.245648
"3107 Sw 26th St, Unit 3107, Miami, FL 33133",33133,7800,4,4.0,2591.0,2020.0,Townhouse,25.743544,-80.243284
"3275 Sw 27th St, Unit 3275, Miami, FL 33133",33133,2750,2,1.0,1014.0,1972.0,Apartment,25.741949,-80.247633
"4190 Braganza Ave, Miami, FL 33133",33133,19000,4,4.5,3661.0,1952.0,Single Family,25.713363,-80.257248
"4150 Ventura Ave, Miami, FL 33133",33133,9950,3,3.0,1672.0,1945.0,Single Family,25.718138,-80.260361
"2575 Sw 27th Ave, Apt 214, Miami, FL 33133",33133,2350,2,2.0,625.0,1991.0,Apartment,25.743741,-80.237269
"3787 Thomas Ave, Miami, FL 33133",33133,5999,5,4.0,2360.0,2022.0,Single Family,25.72686,-80.254697
"2901 S Bayshore Dr, Apt 8A, Miami, FL 33133",33133,7000,2,2.0,1172.0,1975.0,Condo,25.727752,-80.23989
"2539 S Bayshore Dr, Unit 226AR, Miami, FL 33133",33133,2400,1,1.0,585.0,1966.0,Condo,25.733643,-80.233334
"3427 Frow Ave, Miami, FL 33133",33133,8500,3,3.0,2332.0,2015.0,Single Family,25.729416,-80.249397
"3101 Sw 27th Ave, Apt 304, Miami, FL 33133",33133,2300,1,1.0,630.0,1963.0,Condo,25.733812,-80.237279
"3522 Sw 25th St, Unit 3522, Miami, FL 33133",33133,3450,3,2.0,1358.0,1968.0,Apartment,25.744478,-80.251007
"2714 Sw 36th Ave Unit A, Miami, FL 33133",33133,6000,4,3.0,1999.0,1946.0,Single Family,25.741417,-80.25193
"2951 S Bayshore Dr, Unit 717, Miami, FL 33133",33133,4200,1,1.0,650.0,1998.0,Condo,25.727273,-80.239917
"3047 Elizabeth St, Miami, FL 33133",33133,15000,4,4.5,2605.0,,Townhouse,25.734369,-80.248428
"3035 Sw 27th Ter, Unit Rear, Miami, FL 33133",33133,1400,0,1.0,400.0,1946.0,Condo,25.741151,-80.242613
"2539 S Bayshore Dr, Unit 222AR, Miami, FL 33133",33133,2900,1,1.0,585.0,1966.0,Condo,25.733643,-80.233334
"2345 Trapp Ave, Coconut Grove, FL 33133",33133,2400,1,1.0,300.0,1920.0,Single Family,25.737899,-80.2325
"3666 Sw 25th Ter, Unit 3666, Miami, FL 33133",33133,2695,2,1.0,2190.0,1978.0,Apartment,25.743565,-80.253342
"2901 S Bayshore Dr, Apt 2H, Miami, FL 33133",33133,4500,1,1.5,816.0,1975.0,Condo,25.727752,-80.23989
"2678 Tigertail Ave, Apt 1603, Miami, FL 33133",33133,9500,2,2.0,976.0,2024.0,Condo,25.731094,-80.236151
"2831 S Bayshore Dr, Unit 2201, Miami, FL 33133",33133,20000,2,2.5,1281.0,2018.0,Condo,25.729502,-80.239103
"2837 Sw 33rd Ave, Miami, FL 33133",33133,2400,2,1.0,2500.0,,Multi-Family,25.7383,-80.247742
"3202 Elizabeth St, Unit 3202, Miami, FL 33133",33133,2750,2,1.0,746.0,1948.0,Apartment,25.731192,-80.248626
"3376 Perry Frow Dr, Unit B, Miami, FL 33133",33133,9400,3,2.5,2100.0,2021.0,Condo,25.731024,-80.248018
"3339 Virginia St, Apt 305, Miami, FL 33133",33133,3700,1,1.0,790.0,2007.0,Condo,25.729517,-80.241222
"3560 W Fairview St, Miami, FL 33133",33133,15000,3,3.5,1850.0,1980.0,Single Family,25.738717,-80.220355
"3350 Sw 29th St, Miami, FL 33133",33133,3500,2,1.0,1134.0,1954.0,Single Family,25.736795,-80.24881
"3032 New York St, Unit 3032, Miami, FL 33133",33133,1850,1,1.0,525.0,1954.0,Apartment,25.734392,-80.249672
"2499 Sw 27th St, Apt 5, Miami, FL 33133",33133,1650,0,1.0,300.0,1950.0,Apartment,25.7421,-80.235645
"2740 Sw 28th Ter, Apt 508, Miami, FL 33133",33133,2400,1,1.0,629.0,2006.0,Condo,25.738464,-80.238805
"1769 Wa Kee Na Dr, Unit 0, Miami, FL 33133",33133,11900,4,4.5,2945.0,1986.0,Single Family,25.744825,-80.223701
"2350 Sw 26th St, Miami, FL 33133",33133,5500,3,2.0,1921.0,1939.0,Single Family,25.74381,-80.23299
"2678 Tigertail Ave, Apt 204, Miami, FL 33133",33133,5500,1,1.0,614.0,2024.0,Condo,25.731094,-80.236151
"3063 Center St, Unit 15, Miami, FL 33133",33133,4200,2,2.0,850.0,1998.0,Townhouse,25.734539,-80.238366
"100 Edgewater Dr, Apt 104, Coral Gables, FL 33133",33133,2800,1,1.5,808.0,1970.0,Condo,25.706217,-80.256423
"2780 Sw 33rd Ave, Miami, FL 33133",33133,5900,3,2.5,2200.0,2008.0,Townhouse,25.739551,-80.24813
"3540 Main Hwy, Unit 204, Miami, FL 33133",33133,5500,1,1.5,983.0,2006.0,Condo,25.725144,-80.245475
"3356 Bird Ave, Apt 4, Miami, FL 33133",33133,2200,1,1.0,530.0,1995.0,Condo,25.73496,-80.248278
"1700 S Bayshore Ln, Apt 3A, Coconut Grove, FL 33133",33133,7000,3,2.0,1774.0,1980.0,Condo,25.73884,-80.220098
"2575 Sw 27th Ave, Apt 308, Miami, FL 33133",33133,2450,2,2.0,625.0,1991.0,Apartment,25.743741,-80.237269
"2636 Sw 29th Ct, Miami, FL 33133",33133,3895,3,2.0,1400.0,1924.0,Single Family,25.742617,-80.241019
"2715 Tigertail Ave, Ph 606, Miami, FL 33133",33133,2300,1,1.0,610.0,1974.0,Condo,25.731593,-80.238117
"1951 Secoffee St, Miami, FL 33133",33133,20000,4,4.0,3750.0,1950.0,Single Family,25.742789,-80.226581
"2772 Sw 31st Ct, Unit 2772, Miami, FL 33133",33133,4500,3,2.5,1532.0,2012.0,Townhouse,25.740452,-80.244667
"7920 Camino Real, Apt 204, Miami, FL 33143",33143,2300,2,1.0,804.0,1972.0,Condo,25.694481,-80.318801
"7310 Sw 82nd St, Apt A219, Miami, FL 33143",33143,1720,1,1.0,700.0,1968.0,Condo,25.693293,-80.31406
"7505 Sw 82nd St, Apt 322, Miami, FL 33143",33143,1799,1,1.0,560.0,1967.0,Condo,25.694487,-80.316207
"7570 Sw 82nd St, Apt F110, Miami, FL 33143",33143,2250,2,1.0,730.0,1968.0,Condo,25.693293,-80.31406
"7722 Camino Real, Apt 301E, Miami, FL 33143",33143,2100,2,1.0,804.0,1972.0,Condo,25.694481,-80.318801
"5900 Sw 60th St, Miami, FL 33143",33143,3150,2,1.0,1225.0,1948.0,Single Family,25.714892,-80.290055
"7745 Sw 86th St, Unit D315, Miami, FL 33143",33143,2550,2,2.0,1075.0,1969.0,Apartment,25.691149,-80.319422
"7785 Sw 86th St, Unit E413, Miami, FL 33143",33143,2200,2,1.0,900.0,1969.0,Condo,25.691149,-80.319422
"5111 Sw 73rd Ter, Unit 0, Miami, FL 33143",33143,6500,3,2.0,1077.0,1947.0,Single Family,25.703536,-80.276276
"6882 Sw 80th St, Miami, FL 33143",33143,6450,3,3.5,2455.0,,Apartment,25.695931,-80.304802
"7700 Camino Real, Apt 202, Miami, FL 33143",33143,2150,2,1.0,804.0,1972.0,Condo,25.694481,-80.318801
"7727 Sw 86th St, Unit A1-303, Miami, FL 33143",33143,1850,1,1.0,715.0,1969.0,Condo,25.691149,-80.319422
"6500 Sw 82nd Ave, Miami, FL 33143",33143,7500,4,2.0,2407.0,1958.0,Single Family,25.708799,-80.327732
"8300 Sw 61st Ave, South, Miami, FL 33143",33143,6500,4,2.0,1763.0,1959.0,Single Family,25.693907,-80.29231
"7483 Sw 82nd St, Apt A101, Miami, FL 33143",33143,3000,3,2.0,1140.0,1968.0,Condo,25.694605,-80.314963
"7825 Sw 72nd Ave, Miami, FL 33143",33143,10000,3,3.0,2558.0,1958.0,Single Family,25.69742,-80.308957
"5660 Sw 78th St, Unit 6A, Miami, FL 33143",33143,2450,2,1.0,800.0,1950.0,Condo,25.697972,-80.284217
"7975 Sunset Dr, Miami, FL 33143",33143,7950,3,2.0,2581.0,1929.0,Single Family,25.703214,-80.323371
"6890 Sw 79th Ter, South, Miami, FL 33143",33143,5250,3,2.0,1412.0,1977.0,Single Family,25.696534,-80.305019
"5770 Sw 60th St, South, Miami, FL 33143",33143,2900,3,1.0,1889.0,,Single Family,25.715027,-80.287381
"8395 Sw 73rd Ave, Apt 528, Miami, FL 33143",33143,3000,2,2.0,1211.0,2008.0,Condo,25.693094,-80.310961
"7680 Sw 82nd St, Apt H119, Miami, FL 33143",33143,1750,1,1.0,620.0,1968.0,Condo,25.693293,-80.31406
"5794 Sw 76th Ter, South, Miami, FL 33143",33143,10900,3,2.5,2466.0,1987.0,Single Family,25.699931,-80.287019
"7304 Sw 82nd St, Apt A105, Miami, FL 33143",33143,1800,1,1.0,635.0,1968.0,Apartment,25.693293,-80.31406
"7368 Sw 82nd St, Apt E216, Miami, FL 33143",33143,2200,2,2.0,750.0,1968.0,Condo,25.693293,-80.31406
"7300 Sw 77th Ave, Miami, FL 33143",33143,16900,5,4.0,3518.0,1952.0,Single Family,25.701714,-80.318109
"7740 Camino Real, Apt 302G, Miami, FL 33143",33143,2100,2,1.0,804.0,1972.0,Condo,25.692982,-80.319069
"5866 Sw 60th St, Miami, FL 33143",33143,3500,2,2.0,780.0,1998.0,Apartment,25.714961,-80.289184
"7725 Sw 86th St, Unit A1-320, Miami, FL 33143",33143,2200,2,1.0,900.0,1969.0,Condo,25.691149,-80.319422
"7722 Camino Real, Apt 316, Miami, FL 33143",33143,1950,1,1.0,712.0,1972.0,Condo,25.694481,-80.318801
"8281 Sw 84th Ter, Miami, FL 33143",33143,10000,4,4.0,3422.0,1993.0,Single Family,25.691524,-80.327445
"7477 Sw 82nd St, Apt C309, Miami, FL 33143",33143,2200,2,2.0,955.0,1968.0,Condo,25.694063,-80.313703
"7308 Sw 82nd St, Apt A216, Miami, FL 33143",33143,2100,2,1.0,730.0,1968.0,Condo,25.693293,-80.31406
"7845 Camino Real, Apt 210, Miami, FL 33143",33143,1900,1,1.0,712.0,1972.0,Condo,25.694481,-80.318801
"5782 Sw 61st St, Unit 5782, Miami, FL 33143",33143,3600,2,2.0,2122.0,1971.0,Apartment,25.7143116,-80.2876188
"7747 Sw 86th St, Apt D105, Miami, FL 33143",33143,2300,2,2.0,1075.0,1969.0,Apartment,25.691149,-80.319422
"8315 Sw 72nd Ave, Apt 201B, Miami, FL 33143",33143,2750,2,2.0,1263.0,1969.0,Condo,25.692905,-80.307889
"7920 Camino Real, Miami, FL 33143",33143,2200,2,1.0,804.0,,Condo,25.694777,-80.322037
"7800 Camino Real, Apt 408, Miami, FL 33143",33143,2150,2,2.0,912.0,1972.0,Condo,25.694481,-80.318801
"8101 Camino Real, Apt 115, Miami, FL 33143",33143,2000,1,1.0,712.0,1972.0,Condo,25.694481,-80.318801
"7430 Sw 82nd St, Apt D103, Miami, FL 33143",33143,1680,1,1.0,700.0,1968.0,Condo,25.693293,-80.31406
"7810 Camino Real, Unit I104, Miami, FL 33143",33143,2450,2,1.0,804.0,1972.0,Condo,25.693403,-80.320084
"7560 Sw 56th Ct, Miami, FL 33143",33143,15000,3,4.5,2678.0,2011.0,Townhouse,25.701111,-80.285017
"8603 Sw 68th Ct, Unit 22, Miami, FL 33143",33143,1675,1,1.0,574.0,1968.0,Condo,25.690337,-80.304866
"5730 Sw 56th Ter, Miami, FL 33143",33143,7000,3,2.0,1826.0,1956.0,Single Family,25.717926,-80.286708
"7900 Camino Cir, Apt 403, Miami, FL 33143",33143,1950,1,1.0,710.0,,Condo,25.692894,-80.322743
"711 Sunset Rd, Unit 711, Coral Gables, FL 33143",33143,17900,3,2.0,2194.0,1955.0,Single Family,25.705467,-80.267222
"7732 Camino Real, Apt 404, Miami, FL 33143",33143,1900,1,1.0,712.0,1972.0,Condo,25.694481,-80.318801
